product_id,product_name,product_desc,cat_id,cat_name,parent_category_name,cat_path
"56049","Stress Busters™ Whale","Alleviate stress with our Stress Buster™ Whale! Nestled in a plush whale-shaped design, it's filled with vibrant gel beads. The super-soft plush cover enhances tactile pleasure around a flexible gel-bead ball that provides a massaging feel when squeezed. The ball gracefully reverts to its original shape when released. A logo is printed on the white loop for a retail touch. Immerse in relaxation with this uniquely branded Stress Buster™—crafted to alleviate stress and bring moments of delight.","11","Plushies","Accessories","Accessories > Plushies"
"56048","Stress Busters™ Squid","Clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design in the shape of an squid. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.","11","Plushies","Accessories","Accessories > Plushies"
"56047","Stress Busters™ Shark","Shark Stress Buster is a clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design in the shape of a shark. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.","11","Plushies","Accessories","Accessories > Plushies"
"56046","Stress Busters™ Penguin","Ease stress with our Stress Buster™ Penguin! Nestled in a plush penguin-shaped design, it's filled with vibrant gel beads. The super-soft plush cover enhances tactile pleasure around a flexible gel-bead ball that provides a massaging feel when squeezed. The ball gracefully reverts to its original shape when released. A logo is printed on the white loop for a retail touch. Immerse in relaxation with this uniquely branded Stress Buster™—crafted to alleviate stress and bring moments of delight.","11","Plushies","Accessories","Accessories > Plushies"
"56045","Stress Busters™ Gator","Relieve stress with our Stress Buster™ Gator!  Encased in a plush gator-shaped design, it's filled with colorful gel beads. The super-soft plush cover enhances tactile pleasure around a flexible gel-bead ball that provides a massaging feel when squeezed. The ball gracefully reverts to its original shape when released. A logo is printed on the white loop for a retail touch. Immerse in relaxation with this uniquely branded Stress Buster™—crafted to alleviate stress and bring moments of delight.","11","Plushies","Accessories","Accessories > Plushies"
"56044","Stress Busters™ Fish","Clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design in the shape of an fish. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.","11","Plushies","Accessories","Accessories > Plushies"
"56043","Stress Busters™ Frog","Clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design in the shape of a frog. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.","11","Plushies","Accessories","Accessories > Plushies"
"56043","Stress Busters™ Frog","Clear thermal plastic rubber ball filled with colorful gel-filled beads, covered with a plush design in the shape of a frog. Beads inside give a massaging feel when squeezed out of cover. Ball returns to original shape when released.","11","Plushies","Accessories","Accessories > Plushies"
"56042","Stress Busters™ Blowfish","Squeeze out the stress with our Stress Buster™ Blowfish!  Encased in a plush fish-shaped design, it's filled with colorful gel beads. The super-soft plush cover enhances tactile pleasure around a flexible gel-bead ball that provides a massaging feel. The ball gracefully reverts to its original shape when released. A logo is printed on the white loop for a retail touch. Immerse in relaxation with this uniquely branded Stress Buster™—crafted to alleviate stress and bring moments of delight.","11","Plushies","Accessories","Accessories > Plushies"
"56041","Phone Pals™ Weighted Plush Phone Holder - Pickleball Player","The Phone Pals™ Weighted Plush Phone Holder - Pickle Ball Player adds a sporty and fun touch to any desk, nightstand, or travel tray. Designed with a bright paddle and ball, plus the phrase “Just Dink It,” this plush is perfect for pickleball fans. It features a weighted base for stability and holds most smartphones vertically or horizontally for hands-free viewing. Soft, squeezable, and full of personality!","11","Plushies","Accessories","Accessories > Plushies"
"56040","Phone Pals™ Weighted Plush Phone Holder - Cactus","The Phone Pals™ Weighted Plush Phone Holder - Cactus adds a fun and playful touch to your desk, nightstand, or travel setup. With a smiling face, raised arms, and a tiny red flower, this plush is full of personality. The weighted base keeps your phone stable, while the soft polyester plush and PP cotton make it cozy and squeezable. Holds most smartphones vertically or horizontally for convenient hands-free use.","11","Plushies","Accessories","Accessories > Plushies"
"56039","Phone Pals™ Weighted Plush Phone Holder - Avocado","The Phone Pals™ Weighted Plush Phone Holder - Avocado adds a cheerful touch to any desk, nightstand, or travel tray. This soft and smiling plush features a weighted base to keep your phone upright and steady. Made from cozy polyester plush and PP cotton, it’s soft and squeezable. Designed for hands-free use, it fits most smartphones and holds them vertically or horizontally for everyday convenience.","11","Plushies","Accessories","Accessories > Plushies"
"56038","Comfort Pals™ Sloth 2-in-1 Pillow Sleep Mask","Add joy to your relaxation with our whimsical sloth nap companion. Unzip for a plush, sloth-shaped pillow that contours for support and pressure relief. A delightful surprise awaits inside—a light beige eye mask with a brown embroidered phrase, 'I'M NOT SLEEPING. I'm just resting my eyes.' One size fits most. Hand wash and line dry. Whether on the go or unwinding at home, this charming set infuses humor and comfort into your moments of rest.","11","Plushies","Accessories","Accessories > Plushies"
"56037","Comfort Pals ™ Heat Therapy Cozy Pads -Shark","Our Comfort Pals Heat Therapy Cozy Pads are designed to make you smile.
Relax with our plush, weighted Shark that soothes minor aches, pains and everyday stress
Simply microwave to experience the therapeutic benefit of heat therapy
Soft, plush cover with clay bead and flaxseed filling
Perfect for relieving pain, stress relief, comfort and traveling
Lovable, huggable, designs that you will want to hold clos
CPSIA and Prop65 Compliant, and FDA Certified
Printed tag, with use instructions, is attached","11","Plushies","Accessories","Accessories > Plushies"
"56036","Comfort Pals™ Shark 2-in-1 Pillow Sleep Mask","Add joy to relaxation with our whimsical shark nap companion. Unzip for a plush, shark-shaped pillow offering comfort and pressure relief. Inside, discover a light gray eye mask with a red embroidered phrase, ""DO I SMELL FOOD?"" One size fits most. Hand wash and line dry. Ideal for on-the-go or unwinding at home, this charming set infuses humor and comfort into your moments of rest.","11","Plushies","Accessories","Accessories > Plushies"
"56035","Comfort Pals ™ Heat Therapy Cozy Pads - Rabbit","Our Comfort Pals Heat Therapy Cozy Pads are designed to make you smile.
Relax with our plush, weighted Rabbit that soothes minor aches, pains and everyday stress
Simply microwave to experience the therapeutic benefit of heat therapy
Soft, plush cover with clay bead and flaxseed filling
Perfect for relieving pain, stress relief, comfort and traveling
Lovable, huggable, designs that you will want to hold clos
CPSIA and Prop65 Compliant, and FDA Certified
Printed tag, with use instructions, is attached","11","Plushies","Accessories","Accessories > Plushies"
"56034","Comfort Pals™ Huggable Comfort Pillow - Penguin","Cuddle up with Comfort Pals™ Huggable Penguin Pillow! Squeezable memory foam, velvety cover, and irresistibly cute. Perfect for naps, travel, and TV time. Removable, machine-washable cover for easy care. Embrace the joy from this large cute plushie to hug!","11","Plushies","Accessories","Accessories > Plushies"
"56033","Comfort Pals™ Heat Therapy ""Snuggle"" Bear","Relax with our plush, Snuggle Bear. Includes a grey snap on Bandana that is perfectly sized for customer logo and imprint. Crafted from 95% faux rabbit fur and 5% plush, filled with floss, clay beads, and flaxseed. Microwave for therapeutic heat, perfect for stress reduction, bedtime cuddles and travel. Surface clean and air dry. Adheres to safety standards— Prop65 Compliant. Find solace with the retail inspired tag, with use instructions, that is attached to each item.","11","Plushies","Accessories","Accessories > Plushies"
"56031","Comfort Pals™ Heat Therapy Heart","Indulge in serene moments with our plush, weighted heart. Microwave for added comfort, embracing warmth from faux rabbit fur and plush cover filled with clay beads and flaxseed. Includes a luxury drawstring gift pouch - designed for customer logo, imprint. Great for storage, travel - and adds the perfect gift touch. Spot clean and line dry for practicality and luxury. Adheres to safety standards— Prop65 Compliant. Immerse yourself in tranquility with clear use instructions.","11","Plushies","Accessories","Accessories > Plushies"
"56029","Comfort Pals™ Heat Therapy “Cuddle” Bear","Relax with our plush Cuddle Bear. Crafted from 100% faux rabbit fur and filled with a soothing blend of floss, clay beads and flaxseed. Includes a grey snap on Bandana that is perfectly sized for customer logo and imprint. Microwave for heat therapy, perfect for pain relief, stress reduction, bedtime cuddles and travel. Adheres to safety standards—Prop65 Compliant. Surface clean with damp sponge and air dry. A retail inspired tag, with use instructions, is attached to each item.","11","Plushies","Accessories","Accessories > Plushies"
"56028","Comfort Pals™ Cow 2-in-1 Pillow Sleep Mask","Bring joy to your relaxation with our whimsical cow nap companion. Unzip for a plush, cow-shaped pillow that contours, providing support and pressure relief. The delightful surprise continues with a black eye mask inside, featuring a white embroidered phrase, ""MOOO'VE OVER I'M SLEEPING."" One size fits most, ensuring universal comfort. Hand wash in cold water and line dry. Whether on the go or unwinding at home, this charming set infuses humor and comfort into your moments of rest.","11","Plushies","Accessories","Accessories > Plushies"
"56027","Comfort Pals ™ Heat Therapy Cozy Pads - Cat","Our Comfort Pals Heat Therapy Cozy Pads are designed to make you smile.
Relax with our plush, weighted Cat that soothes minor aches, pains and everyday stress
Simply microwave to experience the therapeutic benefit of heat therapy
Soft, plush cover with clay bead and flaxseed filling
Perfect for relieving pain, stress relief, comfort and traveling
Lovable, huggable, designs that you will want to hold clos
CPSIA and Prop65 Compliant, and FDA Certified
Printed tag, with use instructions, is attached","11","Plushies","Accessories","Accessories > Plushies"
"56026","Comfort Pals™ Cat 2-in-1 Pillow Sleep Mask","Bring joy to relaxation with our cat nap companion. Unzip for a plush, cat-shaped pillow with yellow embroidered details, offering comfort and pressure relief. Inside, discover a matching 'CAT NAPPING' eye mask made from plush, polyester. One size fits most. Hand wash and line dry. Perfect for on-the-go or unwinding at home, this set adds humor and comfort to your moments of rest.","11","Plushies","Accessories","Accessories > Plushies"
"56025","Comfort Pals™ Cookie 2-in-1 Pillow Sleep Mask","Add joy to relaxation with our whimsical cookie nap companion. Unzip for a plush, cookie-shaped pillow that contours and relieves pressure. A delightful surprise awaits inside—an eye mask with a brown embroidered phrase, 'Did someone say cookies?' One size fits most. Hand wash and line dry. Perfect for on-the-go or unwinding at home, this charming set infuses humor and comfort into your moments of rest.","11","Plushies","Accessories","Accessories > Plushies"
"56024","Comfort Pals ™ Heat Therapy Cozy Pads - Bear","Our Comfort Pals Heat Therapy Cozy Pads are designed to make you smile.
Relax with our plush, weighted Bear that soothes minor aches, pains and everyday stress
Simply microwave to experience the therapeutic benefit of heat therapy
Soft, plush cover with clay bead and flaxseed filling
Perfect for relieving pain, stress relief, comfort and traveling
Lovable, huggable, designs that you will want to hold clos
CPSIA and Prop65 Compliant, and FDA Certified
Printed tag, with use instructions, is attached","11","Plushies","Accessories","Accessories > Plushies"
"56023","Comfort Pals™ Bear 2-in-1 Pillow Sleep Mask","Bring a touch of joy to moments of relaxation with our whimsical bear nap companion. This compact zippered pillow unfolds to reveal a plush, polyester bear-shaped pillow that contours to your neck, providing comfortable support and relieving pressure.  The delightful surprise continues with a matching eye mask inside, adorned with a black embroidered phrase, ""SNOOZING, Never wake a sleeping bear."" One size fits most, ensuring universal comfort.  Hand wash in cold water and line dry.","11","Plushies","Accessories","Accessories > Plushies"
"55870","Teddy Bear Stress Reliever","NON-STOCK STRESS RELIEVER. This items not normally carried in inventory but can be ordered as a custom overseas order.","11","Plushies","Accessories","Accessories > Plushies"
"55663","Happy Face Slo-Release Serenity Squishy™","A new concept in stress relievers! Enjoy the serenity of these slo-releasing squishys, Softer, more soothing feel, With every squeeze, the Happy Face slowly returns to shape.","11","Plushies","Accessories","Accessories > Plushies"
"55652","Emoji Slo-Release Serenity Squishy™","Emoji Round Slo-Release Polypropylene Serenity Squishy.","11","Plushies","Accessories","Accessories > Plushies"
"55305","Cuddly Bear Slo-Release Serenity Squishy™","Cuddly Bear Slo-Release Serenity Squishy.","11","Plushies","Accessories","Accessories > Plushies"
"51093","Subli-Plush Baby Bib","Subli-Plush Baby Bib","11","Plushies","Accessories","Accessories > Plushies"
"50661","SuctionBot Robot Toy","The Robot Toy is designed with unique suction arms and legs for climbing and gripping surfaces. This dynamic toy offers interactive play and enhances motor skills, making it a fantastic addition to any child's toy collection. Its sturdy construction and versatile design promise hours of engaging and imaginative fun.","11","Plushies","Accessories","Accessories > Plushies"
"44565","3 Piece Gift Sports Tube","Sporty clients will love this 3 piece gift sports tube. It measures 3 1/8” x 9 3/4” and is filled with gummy hot dogs, shelled peanuts, and even a small sports stress ball. With a digital print of your colorful company artwork or logo, you can be the cause of a good time. Give this to clients who visit your booth at a tradeshow or make it available for purchase at your shop. Anybody who gets this will root for you along with their team!","11","Plushies","Accessories","Accessories > Plushies"
"44200","2"" Small Rubber Duck","PVC Rubber duck. Now in Mini! A 2"" version of our ever-popular medium and large ducks - same charm, just more pocket-sized fun! Ducks are not weighted for racing or balanced floating.","11","Plushies","Accessories","Accessories > Plushies"
"44018","USA Patriotic Rubber Duck","Unique promotional item for patriotic fans of all ages. Ducks are not weighted for racing or balanced floating.","11","Plushies","Accessories","Accessories > Plushies"
"44009","Basketball Rubber Duck","Unique promotional item for sports fans of all ages. Rubber duck with body designed to look like a basketball with orange body and black stripes. Ducks are not weighted for racing or balanced floating.","11","Plushies","Accessories","Accessories > Plushies"
"42291","Chelsea Teddy Bear™ Zenzies 7"" to 9.5"" Plush","Add a calming touch to your space with these low-maintenance potted plush plants. No watering or upkeep required, these charming faux plants bring a bit of zen to any environment. Each 3.5"" pot features full-color artwork printed directly on the front and has a weighted base to keep the plant upright. CPSIA rated for ages 0+.","11","Plushies","Accessories","Accessories > Plushies"
"40751","10½"" Small Rubber Football","Our rubber footballs have the look and feel of an official football at an affordable price & low minimum. Printing surface is textured, so bold graphics or artwork is recommended. Light ink colors are recommended on rubber balls. For promotional use only, excessive dribbling could result in deterioration of logo.  ","11","Plushies","Accessories","Accessories > Plushies"
"36950","6"" Rory Corduroy Lion","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"36948","6"" Barry Corduroy Bear","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"27567","Men's Lightweight Hybrid Jacket - W1018","<ul><li>100% polyester</li><li>Lightly quilted with PrimaLoft Silver fill</li><li>Anti-chafe chin guard</li><li>Z500 stretch sleeves and side panels</li><li>Stretch elasticized binding at cuffs keep the wind out</li><li>Dual direction zipper technology with quick grip pullers</li><li>Zippered valuables pocket</li><li>Full interior wind flap</li></ul>","11","Plushies","Accessories","Accessories > Plushies"
"27450","Men's Zone Performance Polo - TT51","<ul><li>3.5 oz./yd² (US), 5.8 oz./L yd (CA), 100% polyester interlock</li><li>Moisture-management properties<br /></li><li>UPF 40+ protection<br /></li><li>Team fit </li><li>Cationic dyes for superior brightness and excellent colorfastness</li><li>Three-button placket</li><li>Dyed-to-match buttons</li><li>Transitioning from heat-seal label to tear away label</li></ul>","11","Plushies","Accessories","Accessories > Plushies"
"27366","Women's Billie Side-Zip Crewneck Sweatshirt - TD600","<ul><li>8 oz./yd²., 60/40 cotton/recycled polyester</li><li> Heather Grey: 90/10 cotton/viscose</li><li>Feminine fit</li><li> Zip detail to sides of sweatshirt</li><li>Tear away label</li></ul><ul><li>Recycled polyester from post-consumer plastic</li></ul><p><br /></p>","11","Plushies","Accessories","Accessories > Plushies"
"20356","Teddy Bear","Stock flat teddy bear magnet.  ","11","Plushies","Accessories","Accessories > Plushies"
"20157","Plush Bear w/ Embroidered Paws and Hoodie","Plush bear available in brown or white.  Plush Bear with T-Shirt.  Cuddly soft plush teddy bear with t-shirt. Please specify shirt color when ordering,  8 W  x 8 H when sitting. Not for children under the age of 3 years. ","11","Plushies","Accessories","Accessories > Plushies"
"20156","Plush Bear w/ Embroidered Paws and T-Shirt","Plush bear available in brown or white.  Plush Bear with T-Shirt. Cuddly soft plush teddy bear with t-shirt. Please specify shirt color when ordering, 8 W x 8 H when sitting. Not for children under the age of 3 years. ","11","Plushies","Accessories","Accessories > Plushies"
"19888","Jumbo Teddy Bear","Jumbo Stock Teddy Bear Magnet ","11","Plushies","Accessories","Accessories > Plushies"
"17409","Plush Color Puff Key Chain","Never lose track of your keys again with this fluffy friend! Bring out the funky with this Plush Color Puff Key Chain, a unique key chain featuring a hand-sized soft puff ball, three circular disks and a strong chrome clip that allows you to hang it anywhere you want. Choose from the variety of colors we offer for a fun way to keep track of your personal items such as a backpack or purse. Misplacing your car, home, or office keys are a thing of the past with this stand-out product. Best of all, the three disks are able to be engraved with your brand or logo. Grab the attention of customers as they walk away with a memorable product with your name written all over it!","11","Plushies","Accessories","Accessories > Plushies"
"8229","6"" Soothing Buddy Hot & Cold Bear","Filled With 170G Flaxseed & Cotton Blend. Warm In Microwave Or Cool In Freezer Before Use To Soothe Aches & Pains. Fast 1-2 Minute Heating.","11","Plushies","Accessories","Accessories > Plushies"
"8216","6"" Pouch Pet Dog","Customize On Front Pouch. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"8215","6"" Pouch Pet Bear","Customize On Front Pouch. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"7611","6"" Lovable Lion With Custom Box","Includes 1-Color/1-Location Imprint On #1266 - 6"" Lovable Lion With Shirt And 4CP On Gift Box. Customize With Shirt. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across. For Full Information And Applicable Extra Charges For The Item Contained In This Set, Please Visit The Individual Product Page Highlighted Below.","11","Plushies","Accessories","Accessories > Plushies"
"7610","6"" Big Paw Dog With Custom Box","Includes 1-Color/1-Location Imprint On #1262 - 6"" Big Paw Dog With Shirt And 4CP On Gift Box. Customize With Shirt. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across. For Full Information And Applicable Extra Charges For The Item Contained In This Set, Please Visit The Individual Product Page Highlighted Below.","11","Plushies","Accessories","Accessories > Plushies"
"7328","6"" Herbie Hippo","Customize With Shirt, Bandana Or Hoodie. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"7327","6"" Rocco Racoon","Customize With Shirt, Bandana Or Hoodie. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"7167","6"" Zander Zebra","Customize With Shirt, Bandana Or Hoodie. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"7119","6"" Lop Eared Bunny","Customize With Shirt, Bandana Or Hoodie. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6671","6"" Rainbow Bear","Customize With Shirt, Bandana Or Hoodie. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6662","6"" Lana Llama","Customize With Bandana. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6661","6"" Sammy Sloth","Customize With Shirt. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6654","6"" Patriotic Bear","Customize With Shirt, Bandana Or Hoodie. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6360","Shirt for big paw bear","Includes 1-Color/1-Location Imprint On #1260 - 6"" Big Paw Bear With Shirt And 4CP On Gift Box. Customize With Shirt. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across. For Full Information And Applicable Extra Charges For The Item Contained In This Set, Please Visit The Individual Product Page Highlighted Below.","11","Plushies","Accessories","Accessories > Plushies"
"6351","Mini Tiger Key Chain","Keep Cuteness At Your Fingertips With This 3 ½"" Plush Key Chain!. Customize With Shirt. Split Ring Attachment.","11","Plushies","Accessories","Accessories > Plushies"
"6349","Mini Elephant Key Chain","Keep Cuteness At Your Fingertips With This 3 ½"" Plush Key Chain!. Customize With Shirt. Split Ring Attachment.","11","Plushies","Accessories","Accessories > Plushies"
"6024","6"" Bucky Beaver","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6023","6"" Rowdy Ram","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6022","6"" Hoot Owl","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6021","8 ½"" Mystic Unicorn","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6020","6"" Mystic Unicorn","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6019","8 ½"" Koko Koala","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"6015","6"" Koko Koala","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5866","8 ½"" Big Paw Panda","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Plush Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5839","6"" Brave Bull","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5838","6"" Allie Gator","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5837","8 ½"" Salty Shark","Customize With Shirt or Hoodie. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5834","6"" Liberty Eagle","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5832","6"" Salty Shark","Customize With Shirt Or Hoodie. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5704","6"" Excellent Elephant","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5703","8 1/2"" Excellent Elephant","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5702","6"" Delightful Duck","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5701","6"" Cuddly Cow","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5700","6"" Fantastic Frog","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5579","Mini Bear Key Chain","Customize With Shirt. Split Ring Attachment.","11","Plushies","Accessories","Accessories > Plushies"
"5566","8 ½"" Big Paw Bear","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5565","8.5"" Ole' Time Rag Bear","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5564","8 1/2"" Big Paw Dog","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5563","6"" Terrific Tiger","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5562","6"" Big Paw Panda","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5561","6"" Big Paw Dog","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5560","6"" Big Paw Bear","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5559","6"" Ole' Time Rag Bear","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5558","6"" Marvelous Monkey","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"5557","6"" Lovable Lion","Customize With Shirt, Hoodie Or Bandana. These Cute, Cuddly Animals Are A Great Way To Show Your Logo And Get Your Message Across.","11","Plushies","Accessories","Accessories > Plushies"
"2474","Chelsea Teddy Bear™ Friendly Bunch - 6"" Plush","Each cuddly Chelsea Teddy Bear™ plush delivers joy and excitement. Meet this friendly bunch of stuffed animals made of super-soft fabric with an open-weave look. With their embroidered features and charming personalities, each member of this good-natured gang will leave a sense of warmth and comfort wherever they go. These cuddly, huggable creatures range in size from 6” to 8” and come dressed in either a T-shirt or bandana, ready to spread smiles with recipients of all ages. CPSIA rated for ages 0+.","11","Plushies","Accessories","Accessories > Plushies"
"2473","Chelsea Teddy Bear™ Little Buddies - 5.5"" to 6"" Plush","Each cuddly Chelsea Teddy Bear™ plush delivers joy and excitement. These Little Buddies will always have your back! Perfect for giveaways at hospitals, schools, or daycare centers, these stuffed animals are as cute as they are soft. Measuring 5.5"" - 6.5"" to "" Measuring 5.5""-6, each one is CPSIA rated for ages 0+, has embroidered features, and comes dressed in a T-shirt or bandana.","11","Plushies","Accessories","Accessories > Plushies"
"2472","Chelsea Teddy Bear™ Stocking Ornament - 5.5"" Plush","This versatile 5.5"" stocking ornament adds a touch of festive cheer to any holiday setting. Perfect for adding a personal touch to your presents, it’s a charming way to present a thoughtful gift card or tiny surprises. Whether hung on the tree or used for gifting, this velour ornament is sure to deliver holiday joy. CPSIA rated for ages 0+.","11","Plushies","Accessories","Accessories > Plushies"
"2470","Chelsea Teddy Bear™ Bodie - 12"" Plush","Each cuddly Chelsea Teddy Bear™ plush delivers joy and excitement. This sweet 12"" teddy bear, with soft gray fur and embroidered details, is both adorable and huggable. Bodie arrives dressed in your choice of a T-shirt or bandana, ready to become a cuddly companion that people of all ages will cherish. CPSIA rated for ages 0+.","11","Plushies","Accessories","Accessories > Plushies"
"2469","Chelsea Teddy Bear™ Knitted Teddy Bear - 7.5"" Plush","Each cuddly Chelsea Teddy Bear™ plush will bring joy and excitement for years to come. This adorable stuffed teddy bear is constructed of soft knitted fabric. Measuring 7.5"" sitting, its eyes are embroidered, and it comes outfitted with your choice of a medium T-shirt or bandana for extra cuteness. CPSIA rated for ages 0+.","11","Plushies","Accessories","Accessories > Plushies"
